x	ulp_err
28900.034441094791	-13530
604369.46571312239	-365342
-538833.50415558775	1528350
320065.40667828108	-1803117
-751508.21181642928	4124
227081.9597411553	-9966
-61153.396857203224	24412
-719253.17055015289	63136
-384559.49245155719	291931
307830.38413496874	-13513
554412.1156508805	-479199
73158.639348295692	-59159
-618934.28672165214	478240
573947.83694092103	-231473
-533261.15674754349	266606
858056.13617209659	-598628
159973.35848511462	-124590
-534933.78608434461	244898
-706239.17328886152	536958
-246781.52308694433	11091306
571629.26810807572	-394649
842178.16242504667	-436370
-790197.99077747157	371049
981867.4879266147	-814931
-599973.57833678927	13166
112646.67099082781	-4944
903048.57035437843	-414124
664832.81938550726	-571822
-735486.3000853078	32280
-80287.538128321787	47727
9866.1411450098331	-55
-773108.58100194507	605795
-759805.80193365098	391719
790979.35209700605	-34715
-522910.74742367596	393315
76207.637809551525	-34777
-475501.73433572717	366993
-440805.60992737283	256018
41310.792109492177	-21856
559542.79258909496	-12574582
830759.74912950268	-1186531
395775.7501554715	-279912
-142005.22794359893	98353
-982077.39688339247	1422206
-700610.77506391564	507014
853761.01513824216	-37470
715403.66116941546	-1038826
479094.86571121862	-258413
-227389.93294999277	4990
-510447.11598674796	258774
814272.04681828641	-369085
298417.838448086	-248617
-515853.67701127555	332462
73070.586438037877	-55649
-601325.8944113676	1697924
-33205.672991725718	17792
304802.84074441076	-204358
963242.17420201632	-5284
423178.64577340189	-611404
285306.08477190509	-101858
-81200.157693090296	41163
31823.234927935264	-27011
219719.53311512159	-170730
-410198.6363565877	178937
780992.31751605601	-34277
242028.91886013767	-128444
-354885.23238317727	7788
934034.67495425651	-20498
-601941.01510238589	363559
-345281.79615888133	30308
639718.63948810496	-405208
26166.944273058991	-13852
984082.60708181607	-590159
107319.09210200486	-43705
-29426.104206300763	2584
129829.12170205907	-102311
531692.27492141188	-406754
-476422.7593543884	706947
-327429.54366217437	477044
-256258.59272966033	118514
-807267.14991695702	647234
-951172.8636744211	393078
-473782.91749262169	271022
967108.70737409033	-368657
-10032.928259192553	880
721009.15602859389	-560655
-756660.55793539807	16605
574207.18959878304	-277147
736585.21877672814	-343500
634683.30107031344	-1799438
74151.457643375048	-63991
-403467.14826028619	35415
-73835.220597633146	810
357255.54153264285	-1012019
-766511.30425697332	632300
-947701.99133724836	717809
-913232.72599786276	10263428
264069.16352593532	-127348
-916013.04373183392	10298076
537260.42298318539	-282971
853004.78211523488	-742519
703639.73737524077	-7721
-994554.31975524547	21825
-676233.72574242263	548940
959373.20867481141	-2709102
-550809.98640808987	212145
-277038.00283105904	405697
639368.39981429605	-281758
-834167.04228305072	73223
247862.01138017772	-366217
97620.889218598575	-52237
-174456.79978263183	111138
401285.16409993754	-1140850
797372.52066157386	-34995
320790.23371200677	-159169
-440773.85255424539	283913
-407097.47827478417	181198
270139.24000707833	-3037778
540712.81179501931	-344252
-659620.89900854696	577432
552355.08772990154	-416989
-466389.31414330506	314319
835291.97805234184	-445657
924443.8605388276	-81147
169603.02515528447	-103331
-599553.40983941033	358980
-527534.10803806514	328694
451612.07852594141	-39641
315602.15318993892	-142245
359023.17642997607	-210618
-416382.45903037052	341344
810187.40179786447	-615285
-818884.79130327399	673213
774868.26466481574	-481223
-325767.84579304641	268656
221914.04003025373	-9740
-95183.52162301325	82646
-498095.67223297968	299673
928503.81062661682	-1347885
-258766.60687005759	733714
598654.06115617591	-3284
365330.7492244615	-32069
-632330.22726283281	1800824
944871.00917998329	-549151
-934072.57492472685	20499
-680335.68903359352	29859
222143.50948568984	-4874
826065.02873974794	-588964
210178.35456921396	-93521
125086.7386741612	-100951
716180.6571981872	-62866
-889002.24835565442	486938
-897474.49633995909	20172090
361105.5910731802	-7923
39250.266785891166	-13962
129136.15006855883	-73956
244018.96656233203	-209208
-290975.71893982176	12771
311409.72704342351	-171165
294960.66429528268	-231172
957789.47491879808	-824583
-973117.88276772341	1391375
744476.68895728292	-348285
-416808.29741309636	225364
453880.4384452657	-250040
-160934.4486286579	455089
-944720.78096584266	2687382
791058.22935598181	-634629
562965.38149573095	-24708
-811165.96301914391	707131
254502.80556360737	-169088
240119.97622368942	-10538
812437.08634243545	-548191
-889789.48857456131	498368
-396960.45340729359	17422
-498816.03542676714	741468
19796.15098241072	-11057
740762.00498466974	-618449
-618986.77315378853	54334
718927.88160354539	-315782
-967767.85303000663	1437862
4954.7590722849309	-2183
508056.73505925242	-5574
-754683.91130165104	642121
948176.80978875153	-1368438
673237.7657679281	-436087
752120.31179729744	-514175
701201.38840962085	-496741
-137498.000724515	389023
-311595.78940573073	878805
216583.07462445836	-4753
-973629.43541427178	801497
717654.25604168919	-31498
652.06368391756973	-28
-908913.72378935106	548897
933561.1463167324	-344607
277573.37826235039	-237727
-789170.2108152071	482627
734528.8947486066	-378824
856652.22987658624	-707016
-109703.99736897551	92246
-114614.68011028308	645176
-556752.26329519099	196024
-793026.28836326778	625690
-602001.39279692539	6765706
-228708.72001415977	157282
-915033.90446414158	676516
850960.90743440227	-340610
-435205.5858580335	288411
901287.8335341257	-430817
571192.91640578257	-500089
-220800.88646674235	173243
-226635.11382880207	120096
634396.40705841291	-553091
446174.78060119267	-201497
-809400.51547415985	408436
20938.631648190763	-59226
-21112.903270783634	927
662571.51271489484	-967741
-230063.89752935153	20195
-918761.27126569522	502821
675151.80081418017	-3704
-661110.77390326525	508384
968825.17491638835	-530221
-622274.32156442059	915684
559564.33059131668	-482269
704961.98737004923	-392123
-202315.11235315035	156949
328792.34591130225	-287004
-13779.346470270681	10747
923129.9316402619	-81032
111437.9097447118	-63173
-747195.05659755087	32793
-591745.06928987033	316055
276185.81390855421	-177622
975946.57603531366	-42833
-280581.58529405552	221342
523629.36598169972	-45964
177211.08416675334	-252864
961991.28011005791	-687086
362567.54841727921	-168678
503855.35558104963	-433312
860319.05203198094	-1251560
545856.40932857583	-2995
-266378.46206683799	207688
964078.52538710076	-399255
708897.20091387455	-3988791
600820.03193055384	-860177
165841.43974309563	-470053
877078.60043366766	-494506
187265.99395881637	-16438
799451.79629450873	-70173
504123.55238715233	-5532
-35007.952395205044	3073
-184464.29868834867	94715
-763728.60363772919	395321
-551461.06344641803	3026
245632.78365361408	-193281
-958333.00389745773	800309
497969.38652884617	-43712
323566.25584049523	-239451
432040.00360912806	-37925
-462435.65388356335	211182
-5834.3989293063723	5109
41934.996317720244	-26668
-854566.96048881812	680881
-275730.62295797991	160400
-864114.6029213476	513467
267965.99621925375	-163383
-90272.436810889369	7925
-972139.22853302257	21334
-738395.05460280937	32408
-113874.28757397566	64174
-214742.30525652281	18849
-701273.07796700532	313831
703081.24256427074	-327786
745274.99318827002	-65420
-345243.36630346288	30305
-832018.72014956444	481791
986245.12609556131	-43286
-479833.56559105305	303378
439117.2655133697	-233456
-923436.99858756608	761552
472828.73901749455	-690002
-324119.89365585323	14225
428030.6942312704	-37572
528555.2617579865	-274785
180140.58396903842	-3953
196873.36961058821	-73820
342473.68178125483	-228080
-751374.64001516113	2122457
117893.46951707281	-92473
-819323.83134372067	673192
-723260.30752218445	554719
421572.33611819556	-197934
558573.72374354792	-12258
-605337.01675120229	407417
186174.58104678718	-104549
-427306.35001370532	198394
815754.98136159673	-670662
41559.621339564146	-19113
952314.63321024319	-439256
-66578.685709994694	54106
-15204.143649761192	8555
97853.495891797153	-37892
625894.97554417653	-27470
372824.4615456966	-171563
340379.20904974482	-500068
-483561.45265646331	42447
902158.07777736837	-419733
880103.71916961484	-396235
879749.65398887498	-4949614
-541577.2110848109	47540
-254007.31385167851	724397
724927.55509994342	-63634
-720309.80476807477	285142
805533.34124014003	-492236
336602.05860573542	-218589
364460.04562144994	-234779
-130750.66056926099	80645
-351332.54691253213	30840
808792.39738988318	-70994
238932.75817351966	-182696
574992.54390381789	-293623
-233709.49203281166	333965
693382.18804746598	-60864
-62117.577729219665	30443
-78839.071376107022	28734
-360943.92292799725	2034993
-572578.35084386927	485843
-771098.71864919004	620979
130470.8076801313	-57328
-60883.326238452937	39157
-226610.72094758195	9947
-211529.21782683642	96304
-234109.73817243319	10276
-862217.06747325009	501122
458630.14896247332	-5031
723854.26472575532	-2053147
132086.9952860031	-11595
-489226.68731516728	268969
136538.99889842403	-62195
-601398.97556151263	396112
-155039.05478974013	3402
724853.5413632089	-1041787
401640.73368243634	-232974
979494.43875444669	-634780
988189.44623629143	-21686
-815.59328288827169	72
222187.8328303133	-19504
-595782.65622813348	3268
224793.4222882615	-637588
-437239.24798731529	19190
918715.9651362407	-544854
717046.26318570378	-541757
-223240.21149993889	9798
876272.14375571278	-662943
676475.30989482685	-402381
970998.71305815701	-10656
312530.26970469032	-6859
793818.84854015475	-69680
649607.07806670736	-294930
246282.54288704897	-115944
-308075.60018940503	1690
-600624.75133961427	327860
-966877.86243688664	564945
902190.32543614297	-700155
345592.86593690095	-204586
941339.13110210979	-41315
-248433.90581273229	704808
-684888.20757329185	389910
886204.96829570446	-469864
441624.66915449139	-606
-533742.89655470126	256196
-915883.46670438198	597955
108475.63663401427	-91050
-507041.62625685206	253390
651248.67006169679	-516552
-604120.7637902475	53029
984707.86437171267	-683898
-742714.69841812272	32596
598847.07450842287	-867514
275745.56178620079	-6051
-375573.29553315201	203126
-791251.22755021194	600569
-124529.9146865213	97278
-95681.320521200483	53288
-284755.50173505046	1562
-675644.66726896272	59308
758566.72898329422	-352125
-39711.027002408031	3486
-713592.7530688945	408873
625125.0793867074	-3430
192488.26150829167	-144889
-719171.01406622853	485607
-183741.20046472442	88251
195026.12781483019	-70905
-302410.08639765356	245763
359545.81542034482	-2022953
687856.38155801897	-7546
-301990.58513933496	26509
-907844.84911601618	10209198
325001.52048068109	-171997
948271.44204143283	-457610
988901.25085918151	-1416514
-942171.28262427158	41351
-426119.46335796459	1214053
-597562.43033380923	1692702
-718108.11963168625	543121
-779990.06930611981	34233
-227878.04108286803	106687
100835.15288641132	-48508
451374.60613549931	-81144462
-562080.22366700671	306590
120441.68362662954	-71752
-620784.9915053458	7142362579
-310897.37616881251	147173
420779.19282675924	-204787
278769.80759624881	-140536
663460.99659226416	-346965
75888.80682424159	-34400
-783138.71768779622	427780
-934474.32265649608	82026
848774.9576323746	-37251
-785775.31684712274	1133193
-89861.576917419807	42855
105053.61948673309	-9221
-46505.271198028611	35260
809398.64245774911	-71049
367348.64531543112	-178176
517190.66209465422	-400889
-251708.57542832691	166967
-782066.18867392163	68648
-779602.57069361233	429149
538121.25412926928	-313879
-235625.3235535649	196490
605148.13893532194	-312680
-736220.59744285711	357261
600534.80980571103	-281441
-981908.62600935646	589891
-818660.75148422748	419080
-198893.86404008002	160292
-60796.626957784982	28539
842821.09269341547	-381748
146015.36896553347	-123608
678442.33972169738	-522591
-43266.609112390441	22154
-130500.68394529301	101185
-404195.61644555227	8870
-328629.17886398471	247403
-26244.829671575932	147624
-252064.30415673964	11062
-583018.54365891078	25588
-750422.87632007326	2116525
124269.45672727596	-65658
832275.75910538842	-73057
195898.29474379393	-100013
-407998.426754446	599351
-612017.24203544541	522871
-116296.31857667211	46005
644992.40487913892	-28309
-802795.84294104681	702531
-11120.214561604169	7209
776392.998911759	-34076
-843399.7833878902	9254
718609.80481391551	-63079
883509.31669890205	-620269
709258.69434163475	-1025656
478260.59812625666	-712101
-681992.96174453106	531702
-773495.68337654567	487078
908138.76102790353	-39857
-216335.30850515681	150668
557504.2782219348	-456713
-65036.999787572822	48681
-294354.42361051432	438526
3353.9789276428864	-294
181681.20178963698	-270840
969553.20563077647	-543788
576917.93242755975	-347906
405838.01888652513	-145794
256508.80918342024	-119736
762073.23789865128	-33447
589838.10862541851	-302921
-75396.676590738236	414
842863.8908784407	-642819
-941872.05575825518	477089
-426489.74953135819	328715
-748857.01568284328	65732
-986559.9138726918	602644
-427777.51352680579	218044
766061.39055247244	-579177
621935.39596523275	-312730
567810.22976687585	-49842
905816.79024953779	-39756
717642.02383889584	-31497
-559744.09963276668	419422
-398997.85620983265	1136715
939918.33654737112	-472409
442662.97335947002	-39789255
-901314.60163484944	751551
-984370.70187329629	1459845
36529.51428160978	-17710
-1394.0216565166975	557
-279845.92364540038	117253
-526221.51500900439	5773
731131.72512494028	-32090
-132046.97270269171	114332
187582.46602293261	-83368
-55444.277313817627	1216
580491.41925861943	-263243
-594945.93552278948	285175
636348.57861607161	-910734
-776923.543039585	34099
196896.46068296375	-149935
-559211.42581124709	12271
-48733.706373526809	4279
452395.20072368713	-382613
45557.41997947971	-4000
275468.30836949463	-124570
463047.24167531665	-5080
58088.058230550523	-1305453
989086.66704131349	-1447609
-452753.91210957005	649481
-638195.65740795725	3591213
-729931.61066328373	32036
-846000.44382963213	449155
963043.08054519258	-810394
681178.66114998213	-526607
366615.04994988214	-192157
851858.96689417004	-711769
-826343.02098158502	368985
-736178.50354590814	576734
-209078.93063995108	165623
-922946.64305337262	1317889
75090.412767650821	-211822
815636.16829606623	-1181597
-265720.43364647648	11662
-940780.44440526247	418599
-18608.032529696895	15143
-226672.53611075677	179473
-636680.34182520257	280996
926582.80875830096	-20334
-282324.84608527209	159064
-487517.72563704744	224630
-514163.40919009352	253050
891693.8270719226	-2543462
167466.50084644332	-112527
-714454.2504295765	314839
464894.23809694074	-20405
-975223.05392660911	834748
902699.70607031742	-598917
-326836.87906852952	28690
645135.94970683695	-285989
918504.92387382674	-487801
153406.57378166568	-72963
877988.27305283677	-723315
619159.40689135867	-27175
843088.96974513051	-37002
412332.5507880986	-9047
-578875.23626062588	269292
-280087.5155661169	167372
-442337.28857367352	306107
-531666.08752533398	23335
845766.55641814135	-733513
205807.56751380092	-18067
-526787.19856380147	23121
710956.6168609896	-7802
745486.54321399168	-285549
878758.59889387689	-38568
982620.48281364376	-495838
-644176.1451491114	331851
-451108.59629931708	292921
665179.83581497346	-398153
-688182.17931431136	355008
-252448.38337742604	126272
-24318.471798922768	12483
45761.174305036788	-29234
354843.08819942886	-518420
-623447.30030716874	27362
447323.2382826322	-39265
71153.146177779898	-25006
-309132.4620032172	231848
66911.961155177167	-25282
-861797.67132472689	376155
-899654.45356405212	689288
977835.73086195136	-577712
981431.56642407516	-547828
-568847.33790223883	226121
-81292.492922874881	44459
-275876.21022655675	227014
475913.06627718976	-222296
133723.22475615615	-5869
233149.55667060165	-120264
-964230.67263807065	434427
689175.95664183272	-15123
192062.52170741989	-16857
403628.60350074724	-1140877
542438.8639957367	-445126
-680715.8600163454	59753
416211.1228423331	-334121
801464.00509124936	-603656
-124200.91229356101	10902
920773.98826691858	-20207
429506.97375437309	-252400
-950077.77020631789	832184
-494259.38188757969	433798
853436.08150233701	-736322
-952490.46334690147	796249
-871969.84510716109	76541
-303712.10639495117	13330
566371.42779694428	-49715
-422464.78657703847	185164
771280.4731540262	-413054
440540.59409097058	-19335
800615.27008970827	-543446
-489805.70137403934	11007576
-749201.42843108939	446365
384974.84576495952	-194508
-307054.86665736802	26954
11054.053317228085	-970
-31887.416952850912	23870
-731297.33986149135	350527
156258.51336690233	-87462
908134.30085977959	-748986
-600508.9410560102	882273
101494.78072573537	-56501
-507227.39208534826	2783
-64137.48475534231	5630
799004.07063607278	-627149
-645382.30672496394	28325
233154.82720025437	-2558
201698.61590673844	-146709
-749194.62362924893	1084717
655525.95674234931	-57541
401155.28025970806	-219653
686617.87378101982	-252591
-816625.31944209686	619090
190816.52692502039	-108925
-728467.27022018714	514568
-376078.1368841306	33012
703373.02131830563	-61742
-363113.72639790853	203803
404446.63705897919	-203964
-539801.29062968737	409132
949151.89911370003	-41658
-196929.95251048973	137627
679628.39361502265	-29829
-333739.87584820308	166846
-408557.87679469859	2298096
-125815.71936952074	11045
-11633.910908921518	5942
-638134.73229681107	56015
-483877.31260029523	711280
-488626.0373575355	669
-348367.37851831323	205383
458679.20404067531	-377591
-139287.53133138383	12226
-448848.72889837291	2525270
668314.2674208387	-1904831
468609.81249132473	-397380
826166.38218596578	-1223406
-200227.10808282963	79237
-723551.47755423887	63512
436228.54671808466	-375217
787819.09416914592	-69154
-139511.9508839281	396176
-128785.01917125973	5652
947925.95197788335	-512943
-224964.8894838524	9875
-825006.91552335967	713193
594595.74037868169	-295867
781673.37386650429	-392365
729237.76616008242	-64011
-279532.68615642935	1575139
344174.62544007081	-173599
15018.199184136938	-659
-539243.01461559208	47334
-323864.21564165247	160549
280824.10437630687	-213347
605096.15161858639	-458434
-577222.84343764919	219782
844828.38180567697	-515941
687937.51755391911	-392812
-318670.19531178632	263138
-747945.75252741436	16414
889640.3600679012	-553591
-510004.82324915298	22384
-698041.80403275741	61273
-995861.62109746342	87415
616784.97556052764	-418991
211502.63521438607	-18567
-481345.98803135584	243610
-553405.73601667315	6072
-590534.8734336819	448356
307154.12554077856	-160931
-203938.43309491343	17901
-519854.52108043712	243281
23923.419494220609	-34861
-566355.71843699866	49714
-368944.37638777378	172934
-438423.88758403441	340323
-467651.48404446832	356549
-807990.28424811235	394850
270804.23114641936	-195835
856732.2226649099	-621490
544461.09806570923	-464659
519392.38052028936	-209202
-259505.52152190974	124388
257904.90543002242	-156008
693405.0128632501	-466198
164520.88136666766	-14441
-705009.6850634244	30942
130356.5275477776	-80700
812749.35675971233	-365669
24166.958613230261	-2120
-750300.66278495686	607335
-35499.037810579059	18903
-362685.63980399136	15918
616354.56509334908	-428880
352658.77259573288	-215576
-204292.20101930213	125575
-458678.35529376741	399318
-39765.020235527307	3491
-718913.17599539645	342270
-568224.27363391418	49880
-216801.08290338118	320605
-536041.5824324874	383754
240962.96801898399	-189079
-602897.03539865452	456419
158315.75329474633	-3474
497517.30328799004	-316088
7012.9942437719974	-3737
-809937.05818228086	2291742
618528.94341871957	-505507
552445.94578220858	-6209425
279504.292806682	-788332
868307.5848132493	-691155
-336746.07573610614	29560
102642.05976591479	-578404
46682.449772217136	-512
-81167.413932326512	7125
130714.39386475414	-76988
-91929.403891937152	261955
-22894.052180846393	2010
425389.68479978933	-157104
-273556.51607601583	100141
543436.78976104432	-282717
384925.25356519013	-4224
377783.83167621412	-251827
539917.23662718653	-6068413
974641.9102043946	-438890
278383.52222132933	-171135
-359752.53212189418	204764
-328507.94133595674	212155
-114021.80524627936	45080
277307.31377602136	-211005
548055.87251112889	-48109
187601.78259393512	-258
-220300.93326945431	626355
761300.02932859981	-493030
-699870.57033565664	298796
127995.74054943696	-70865
-778800.00951098232	287181
577065.94914150599	-314482
516375.18830456928	-340464
-470786.40037634544	1338044
936404.71613388381	-763298
333966.59166396223	-280141
749234.56646756211	-468636
-680458.29020663502	59730
723633.15783294337	-63520
-559976.45888864575	800923
-995129.27065248357	10918
727815.4989632637	-609069
792333.0531870554	-34775
-10341.452391602779	5915
976859.04061312519	-774835
936028.70041414117	-478596
-369424.71959018399	16213
797042.85326737456	-69964
-369922.16560698277	298701
637967.56536070374	-56001
-866146.42619530938	2454189
143134.7336075679	-77055
-22607.191716005782	17299
-481699.09850646462	42283
59525.466038996557	-2612
972714.99552968726	-522976
-414050.23462114367	183145
848965.99053325271	-335583
189646.02278481447	-103600
-529254.70044533489	11894516
-43721.17370051609	35356
364564.09543140512	-166886
919868.64952445345	-413529
733804.57449236244	-258606
487863.4015898091	-178201
116429.03444437169	-1277
-656293.70219094504	401442
504805.11566675233	-22155
722240.20865890477	-385021
-977874.92965265841	360462
-18569.540234822711	15556
846161.87008441449	-476525
695370.56130130216	-443627
945663.04184730002	-741571
-466247.60124068323	277019
-948478.3525159437	2699426
-176817.65862922848	91228
76885.332699423219	-37986
-422307.30931708129	37070
292997.47388137318	-3293834
-817537.95295514795	71762
687273.06673590478	-350300
-331009.72548496065	229003
847267.4500156336	-74372
215184.19956294465	-79589
172996.15787184553	-15185
864232.58717132639	-520723
763994.88354083302	-627613
-285714.11235739576	167215
-555380.26930390007	1574256
-873933.73414122441	311855
-261930.48760795567	383006
912227.12109561765	-693293
692299.59719344962	-361570
-374355.24864806933	1057245
-444524.09688005835	39020
394723.57846924511	-34648
334275.14325068984	-251368
434827.15132718085	-255770
-545055.66384177131	47844
50935.115491943739	-22586
-153373.99071307489	6732
-352901.47894498846	999895
-525229.15072674653	287329
-679721.18364675413	1923503
-390577.30583178572	34284
415531.95721818705	-612752
395593.69037289137	-34725
162447.05072040367	-223
817678.88916101854	-338210
-926809.6413588362	618339
-403801.39859956043	1140074
-384096.23879451596	213591
531627.79009469354	-46666
112016.33884877537	-85605
-299257.73843985447	156570
614512.62028299645	-26971
78119.154210021254	-60537
-842010.83725649398	495436
622995.5481729788	-293643
-527719.41747869446	287154
-75386.9377599039	6617
579910.44890145154	-359858
215571.61712197482	-9461
408100.03831668309	-172074
-469550.69737448805	265006
406405.29670130834	-197242
-50795.665931744006	33049
57121.646814435764	-5014
-926960.03235451039	40684
-532595.74958412803	2922
-667910.56185871502	14657
-678849.49901597179	3725
-656471.98982576851	14406
-36901.403234096411	27687
-42592.357175713747	1870
-801058.19838027435	292371
323191.71902670176	-262076
-797772.54511659814	635681
-478790.24892564514	325625
572013.84056902444	-430294
91617.890157932095	-74388
-821693.04506814934	4633796
728.19331448004118	-408
-478345.65161086241	211504
404566.58740949747	-17757
847550.39109692734	-583341
70975.467641232855	-36909
146864.61976473386	-6446
-352159.44512283284	165127
381027.03616267443	-251405
545342.39488652395	-447909
487268.90090319054	-2673
358821.08830357739	-181981
407297.44819925661	-214235
299823.84805535502	-235252
-68310.109716168692	39729
957730.42417596874	-1397995
-567736.03849184758	6381345
-654574.55303803168	28729
-967773.22248090431	559875
942976.90777097689	-781577
486648.06085357082	-387036
-951521.9402343441	434324
-571544.1477036482	254916
-256524.10471370313	116718
-698433.18858704611	356617
389451.72624142631	-277463
157352.4012920786	-76014
478332.06717141438	-230259
-371696.34887103189	32626
543961.13639697141	-302112
169597.65344005605	-14887
-330009.61337151856	206833
-539849.82379925635	11847
-444220.07608582405	209856
-234592.13296940696	5272847
-627845.87859546021	27556
512709.20616604033	-45004
-114431.39242885403	52913
116950.7958130187	-10265
750647.94692141819	-551665
917862.79116761847	-491074
207353.31861079452	-18202
888372.48491388059	-322956
639865.04101970978	-347881
463841.30007765535	-188122
-923330.32347567426	437870
-314482.26294170134	159169
-764699.43246540241	67125
762075.89581193426	-360993
638044.86697888188	-3588738
289837.32127128128	-218669
-220460.30927330884	116071
-569168.83044638287	834356
-256288.41316896401	217050
294152.79929263494	-107283
-33700.429270036693	16587
634459.20505265391	-318398
-712769.21614872676	7821
-140661.72580835602	792731
-960492.17399061681	431191
110922.00135634167	-4869
-43381.473144311625	30129
-137162.43431348397	62470
-57892.347394994715	27841
982999.58397641429	-10787
152397.22340965489	-6689
-409648.49203269137	190542
-924616.56638366042	81161
597045.21150286088	-52408
-431035.3599064062	215444
313454.55233718455	-186334
-896786.39874425076	2532771
708917.0983016697	-437257
-529254.55264362716	757433
-682459.79095331708	351695
-108565.055100032	73815
-373569.22410053504	224197
224901.94974898748	-2467
39972.563351974743	-29528
-885818.19877821382	492078
-252837.87899344278	137857
-704190.94649259292	1024965
198515.9378364647	-17425
-641303.69629917608	345382
190287.50570847697	-16704
686759.16013482132	-428786
-537074.84631334769	341205
451655.81450417737	-4957
-819582.85350240709	526049
-259902.37738100931	712
-567345.46477369382	383083
926419.56501597783	-5081
479586.03834329237	-1354010
-451646.34915089299	619
318331.11618763563	-462606
542530.7490236559	-420373
929114.47670233424	-587394
403006.86523673602	-593795
-790467.71127651294	450837
923191.56387812446	-41491950
-310635.88726802228	6817
903561.85154630314	-611353
399923.4854035161	-35104
324131.51747562963	-126887
277618.92697970802	-123159
-921702.01441726019	782985
695761.70761357865	-329784
-230641.22853085966	20246
156039.06443236038	-93828
694906.34765213821	-30500
980247.87438914052	-86046
-460136.58125448861	1299149
75776.90013817983	-1663
36992.764698951185	-17076
704573.45198848471	-373079
-314871.01856901421	13820
-429864.94834130129	164096
546226.83113909257	-47948
943908.49809644674	-82855
550399.1671006789	-1509
-65412.512221980302	2871
-68199.113649153544	2992
633414.70235081366	-291450
805696.94134846982	-415502
18872.080138234047	-8934
263823.94647184748	-164292
-261959.61339227515	186775
-91517.695312473341	514968
746557.64826828381	-456271
99126.474676249025	-144842
-94340.60296776914	4141
845068.6640459086	-394072
-627053.71091547632	55043
445852.98482182203	-39135
-738346.15806292172	597495
538382.21225712518	-47259
-375050.69632540311	298796
826590.52417537395	-1209653
-828657.24357204163	459567
47817.771877262108	-39920
132890.75359312896	-5832
-810665.20983775554	566867
-884670.9173648539	606
684748.42694675853	-357365
43292.16237360378	-27356
313017.82929755363	-212940
-431869.64413240249	37909
424746.00716544164	-371927
-450618.01333418163	212404
257931.43120176886	-211934
866851.14484108693	-402673
-992722.84261332802	2723
266496.74113554298	-11696
-249835.54545890563	205032
466155.14708588936	-259862
-371945.66680162866	2095604
-890376.05709517875	1221
-530022.96005145041	23263
915206.21634774166	-462987
-913160.24541924777	1339636
-61399.633344329188	48739
-92550.062804142581	8125
-442055.9237095546	274692
-552192.63345593307	327528
202794.93727988517	-107493
918361.89155916031	-627675
-497947.55972659256	272901
561446.52970533306	-3165429
759506.72957655566	-521
206388.67804112926	-9058
-890406.79119786108	397875
824707.7754788181	-409397
-348167.8672625288	144070
-555829.82368439517	460817
-550589.71767732408	243798
525536.72780655813	-11532
930867.51477466279	-649063
-105258.62849838496	89741
-234817.39063628536	122611
596137.65402137185	-3271
48287.535791518014	-4240
37623.626901926553	-106481
440138.59266371938	-9658
318889.15561123076	-13996
-89318.861008958032	132975
-574692.80202860269	50445
-640279.15697078453	322591
239491.49856881835	-2628
-455300.20925977186	19982
578591.32578322198	-432990
-785328.39328789711	438481
-617879.27889007179	464738
537114.71859219589	-797906
-365649.28837944876	212536
-380589.16934277478	185613
-729725.12726313504	310101
744987.91029113275	-4197102
218038.34065102335	-144583
906968.65345208335	-689226
-615228.17480487295	346493
62205.328983291562	-2730
837924.140236306	-18388
60093.996616739532	-660
-566520.85035816126	287600
-238922.68724177478	10487
-401096.14051145082	337338
116198.5280835185	-99739
121288.0400257712	-60271
-742113.3258586569	8343831
-44389.427231020571	3897
986127.11728824559	-5545917
-455004.12968401093	259363
-466216.05671800947	229577
-83758.471328414744	36983
-700038.29370205605	554797
258402.38917719893	-734726
-888907.62296676333	670126
-215906.79177493489	84450
-826257.83271269302	2352009
-224019.83992437858	90089
229642.83142931951	-20156
910568.39951586048	-1355434
-644091.40076867468	484603
-845.39474277045554	653
-212504.80788072335	18653
491092.77630859171	-284035
180650.62260073071	-147067
-495262.66487574455	11129940
799122.8566602706	-387371
-844812.83738320484	359866
-278007.78233744693	165245
461251.5973081275	-668702
-490083.91972382326	21509
-995729.03351687908	87404
462917.1615374512	-366385
618477.72667769354	-27145
-844864.8548084097	392071
38401.352479608518	-843
-439097.43426481454	635013
124839.01686426146	-685
992321.13576304726	-570501
-877979.93460066069	474423
-347979.56113388884	247494
-112593.67482217809	68973
-952263.73754320969	2713504
-449772.14244672639	336955
-543816.96134271123	316944
602813.07295248809	-294396
-743175.7396054063	373669
649757.36649694911	-338408
-612664.83400564874	252372
-587698.58603250689	235969
-202718.78063180359	17795
53514.055608857358	-77277
488258.72418393998	-42859
-293418.45797347842	6594594
-205715.13528535067	94485
-346448.38075791241	501590
455359.00608681043	-187326
897448.59910714219	-587999
-416448.56871679594	218177
-727176.25226837839	63831
-540844.08847818302	1525355
-994166.41019471909	22342492
482720.86105104117	-235563
-564278.40801418945	49533
-76173.950523127365	56880
-587473.66269998846	378906
-701274.22759959463	7695
79291.053948451037	-65467
644393.46445066505	-330295
267564.35653133236	-23486
-385525.7975304891	253794
884983.63181475236	-2523779
462073.92019332951	-241149
572928.47523727699	-310557
-769891.31241768959	4336126
85359.821417026586	-70220
721389.04458433075	-278980
405244.76822657028	-35573
-253215.63154413996	721970
74165.93081811929	-26207
-311010.63383431535	206160
391717.68491515669	-34385
-47267.340835645431	34998
