x	ulp_err
-357112.0535594371	177047
-658150.74489057122	523629
-804160.54973332793	287886
83244.977493876824	-42554
-958678.83332190744	1379766
530380.23946448159	-218599
567976.16526122345	-24928
173891.32584404355	-115520
978828.30684457382	-401664
751981.62955260091	-380980
-549532.999680551	314293
-277613.72029206896	143542
-383646.93788701022	33676
-351445.63830678602	30850
-403266.04910982877	17700
-967687.06234189589	460381
-779513.65319352492	602479
-331899.41085114807	281635
455149.62438090966	-272262
-637445.67730628385	240407
508831.8911813827	-303088
-31230.817978825431	23307
245157.26889607526	-1381497
855931.39996006421	-37566
290908.97255014302	-157459
-715410.41054698825	395330
-242459.4103326202	149078
-46287.988604095888	68821
289349.76440028579	-229231
949148.33171576425	-471826
345344.17371333623	-7577
125705.61168986872	-93958
-644376.5397212439	28282
982156.31759295845	-1439819
545151.76655012683	-288207
307243.87385602284	-200041
-762354.80034909537	1123771
-869208.28768852982	76298
-581326.43625758449	835494
-293211.95478104864	112830
594636.14085287682	-26099
450958.50636818289	-19793
998353.50197026075	-562592
726070.38230062602	-63734
-993063.11007811746	519666
173786.980729681	-139154
656679.98059629102	-263832
-81888.417707614906	64537
-906701.20674172975	1295945
823076.52460339037	-72250
244978.5392406958	-186876
-307565.78246009356	191089
406333.45340528805	-582082
-34573.791630097214	17006
-190050.95880841173	147271
534589.55064629449	-457211
-336408.11453315057	952642
-243238.08743527843	184536
390218.57384724187	-17127
949648.65380765649	-41680
-841948.9920495844	477393
-250563.47352697939	118421
422928.22602556465	-272211
827034.4294217542	-531115
-432183.99228057312	18969
154677.5790922319	-13576
-219568.64937808752	182178
295418.28492040036	-12965
-329662.27631045296	215722
-988228.18068774103	530826
933058.74501651223	-454272
884871.94692560029	-9709
-468090.57395829179	404724
258596.01792047182	-177020
124466.1534243472	-64682
319283.46365807438	-240165
-668319.69652850181	425214
97248.149921469681	-139673
736268.09703385574	-64629
270835.54784957517	-145596
-425606.46942559956	152463
-883121.34921791742	322550
-727375.07828869997	451985
541589.68429219106	-465702
673141.42806146364	-29544
-576750.58878669504	50627
99722.872631680788	-60157
-797149.19830130774	17492
-50244.783302095362	4411
553760.29856233916	-48608
-330308.5114466754	7248
356738.53056569205	-31315
-58236.249511136375	28014
-244019.67754679176	200350
378269.25703641766	-170531
-17884.048655320563	12183
-547671.00275540981	420628
307487.66787580872	-158424
-488708.46403339994	188687
667916.56342541473	-29314
-597561.14515887294	52453
790633.13524339418	-621285
-600712.66815369762	353380
133794.02614619696	-381447
454930.75469860545	-650876
423263.91680381371	-321840
560598.08599762735	-424646
125994.03620807537	-110505
233989.1269253447	-337684
180393.68307788784	-138068
908790.22803274426	-687071
-435078.82935874199	343089
261504.23561800685	-22954
86073.144233224768	-126448
-278513.80931493372	142828
957228.73468134797	-529555
-154844.31770264084	3396
-373913.2270009988	157636
741345.80686682882	-378652
-406514.43917477661	17842
-552564.87707758811	469637
320898.80388604163	-121639
-203248.07593277993	168581
-489604.95459346985	378108
-671132.8012445994	369495
-357000.56690831797	183383
853298.36290698522	-452183
-401223.34793452051	189730
80329.442250006716	-63937
-112401.62989040103	4933
-561160.49697397882	823093
-74259.322470056286	1629
-407311.02621563367	336327
-471561.8033269259	273296
311708.24874282064	-155277
530311.34128530661	-413779
138673.23419601197	-202190
767176.5805852717	-608498
298102.98526546528	-246747
966166.2083244744	-352078
968360.35447621986	-627737
864627.61080901069	-9488
817086.24421777402	-458725
-63538.685023125428	714401
-851745.941758128	381354
-300768.68152846879	136785
-331113.21105390223	29064
871088.74472862843	-397183
176799.44559909732	-994511
595610.54151901405	-250338
521450.69890000008	-395224
-752348.93492417224	588800
977132.02611302387	-566092
-404450.90864075581	171243
-707600.72927842138	384635
-97794.804600645046	141246
170880.94016855248	-130759
-917581.65741899644	524054
230237.06815153355	-89265
885382.87178542977	-721274
-157060.65828697092	224060
965584.68672997598	-429444
-790413.81374156405	17345
-226598.10847305428	19892
-763799.62713969289	2161691
874893.32619945088	-459097
494934.31398763519	-5430
-582224.99514368072	1648206
-862627.96306362189	9699555
-252698.6475895292	5546
575039.39589928207	-239949
-309469.06714424473	452428
-583660.64598180854	837251
733887.5204541611	-601884
791828.93206331425	-2235600
25067.547631807851	-17408
-796115.41843477066	69882
-853405.59742717503	37456
-172674.33417961176	249192
799856.39874987595	-427625
289008.72714573046	-206786
-178822.89049032007	137175
797294.11622460571	-69986
-743990.61690333008	32654
-747723.78941843717	616280
-635562.54011238203	290797
-347182.71668303368	191095
-426764.05931396567	251280
827917.66631748702	-72673
-284266.94142643985	802391
926393.85244846367	-576326
-745485.12877417798	338740
-268547.15943284833	155402
-456250.79909396428	391257
321105.56882974016	-478487
-377695.45586308726	200398
-981644.67632608407	539469
394057.33710883628	-320214
-317566.23198740807	6970
750315.59119686019	-624825
-346622.54614999844	30426
-237974.4167876454	20889
169721.44289652881	-955106
-624648.62642919691	292591
642384.98503858433	-3523
-382614.2914738605	290535
-168114.96258159142	135428
699057.27056941844	-319379
273009.85355060844	-105517
122116.38344177755	-53647
-413587.93073127931	342200
204229.71835581926	-151710
187902.58122528304	-131326
-579583.16809016454	836353
-751646.22619248345	32989
-194953.67309929279	117465
-714514.52580882609	2034964
-792074.03517551394	17801868
-97666.56691987197	62258
-547153.97462960402	6004
674361.76867700741	-3800386
-886502.74532556219	77817
942132.31364849687	-2669287
-930415.31591902382	81670
-944639.00514333462	1385038
809257.58957945427	-444610
-63878.004898555882	11483466
246540.45520537737	-95055
611774.36246860656	-292455
994360.92556460202	-753093
837689.71022190875	-630858
-238140.63699768152	2612
-633520.83928427415	915620
578382.09963814018	-216242
553062.66435944848	-318288
813531.01191456639	-2314946
101459.85890507148	-64490
733671.24006319419	-378326
739582.79090153798	-8116
-741265.66117864859	377649
-5043.0092643983789	3327
-563283.15104773315	49444
81479.235404756429	-36416
-944896.43783622724	772232
350214.59034153481	-223005
-446618.26678183657	5022707
-151128.26166896097	13267
311079.48404520337	-199713
-714973.57595271349	324220
-515836.50622605853	442991
-79310.291308120621	55622
65513.521443190781	-5751
-775277.22865381057	68053
65741.739219196796	-44905
-397559.31434944458	578746
759249.3470746082	-33323
392468.00364738621	-17226
528476.66222320264	-429848
879223.49832187407	-19294
167200.83506286066	-103488
633044.71211535041	-55569
-582657.61077314778	364294
35823.664501505758	-101330
697267.34949315432	-531611
-382116.54304460116	8386
158939.1760242047	-120806
-520874.65383836406	22860
560722.73231290653	-49220
23637.458973780445	-67294
-331846.32024444727	943872
950940.54677868402	-570679
223475.821010493	-9808
-376630.77993693185	192536
817355.78854689025	-35873
-664467.29237932863	3645
732030.80704835127	-341253
-294860.8090405477	234200
-549506.12981758884	349967
877795.0695472589	-389876
61812.942147105197	-41623
-670807.93985130638	361537
-965748.30785006401	616162
-554795.18342997204	309454
512165.52474947763	-435661
-778561.10493637656	407201
94920.419236821821	-74933
-392277.77145877649	309248
515787.99319970026	-45275
70348.72254968794	-37734
733684.16605791147	-1092501
-682299.59464365849	328647
374458.84990638099	-537104
615088.169381466	-278288
-236197.54822324813	1329755
972713.93790171272	-21345
988561.76450006012	-5569954
-953632.48790483293	825621
110223.40342941339	-58862
617787.88018151594	-3474192
960414.60327768081	-21076
-197291.86917872398	283374
-988393.7819812306	10844
373731.26183049486	-170408
-358478.19296453154	159988
-139462.00889758486	118298
849961.41455054213	-692382
840920.94619964249	-36907
-798922.00629412709	490691
49372.982683070222	-37702
-51107.64735281148	75303
-209504.16152484051	143347
323992.91677254415	-142593
-39732.427134077872	24044
328435.67830419884	-207742
56605.248380848352	-318325
-582717.77077609987	278981
-655814.69683494023	337638
269743.73856462375	-208878
956282.65659849404	-576308
-838003.45062426268	488034
-713528.48223785032	338116
995059.04322834325	-831417
236378.22652055739	-5188
583401.57768025587	-6402
161017.48148551854	-7067
307838.12885708793	-230514
469748.04654337052	-20617
-211623.32946899554	114620
66047.363968944279	-1449
8071.072456730777	-6294
405662.63041708316	-17805
981965.99155191705	-10775
854241.74706065562	-74983
467764.49950902001	-684777
162975.27385398804	-78004
-372654.95050258626	253907
641719.01094839163	-3521
576839.25557792978	-287749
-181458.87034002651	80869
163848.44667257668	-14384
692534.76358562999	-513403
931071.93110617017	-81730
103517.61836532902	-62480
592298.42953829339	-25995
-163739.05045894466	109146
-707782.40531593398	601578
-974277.19725566753	1424760
991771.51447160367	-619322
525893.31448987871	-751038
690488.95160149247	-30304
89297.060071413362	-75930
-861684.62097131833	337177
-59761.905244013928	31314
609113.30848875409	-346102
-124604.53120388005	108790
738337.83463012904	-466182
244648.32789702795	-1379099
730213.0425107507	-2070004
-611141.63355784887	26823
-482269.07233469217	2714216
922880.97497539059	-787194
467042.89594134485	-263933
84132.107654034451	-63140
828568.32752471115	-9092
-81649.578400395214	68447
298894.00862513459	-224512
836891.28115643258	-526756
-261336.44824049927	738588
152364.02226042788	-430720
-464091.40246558958	375596
120738.61261561803	-58328
-404310.27656170214	577786
943656.19696951611	-727726
-286447.1150876421	412980
648414.23892941501	-476292
557633.87939487363	-48949
-958767.66507296043	586440
519898.99255585123	-2924116
-516508.81611347786	439833
735389.8637936645	-623745
-132475.40079323394	82553
409489.08622582245	-17973
-528506.73992738477	395452
481545.25441297214	-42270
-504070.50269774446	44246
651616.7743209136	-949935
-708299.71588807809	376630
982055.05043051962	-463135
-426790.73722306272	197869
-432128.95550689503	324175
926891.74792054342	-482404
792918.71654248051	-667659
150181.69829287453	-91189
93488.526359979398	-58424
-338714.97268375085	216488
35514.485802878415	-3117
863162.26164112031	-647427
-766774.49404510879	592985
-406843.78998597583	35713
958512.80404677871	-746555
732224.61324656813	-514023
-294246.18369716924	6457
857436.07426425861	-75265
-740718.62156007194	1078329
383416.80300755065	-183018
-347731.16032112925	135775
-47342.653178988228	24697
278432.63377567707	-238844
758005.2625257154	-33268
736511.92543063778	-2083941
200799.54935797796	-2204
948099.91636497993	-41611
217029.98233089477	-122666
398617.33271283394	-183658
896096.18361905683	-370845
-100728.101270124	70535
-32740.285804017556	1436
652245.69236147008	-232074
-707165.41730262013	258877
255341.12550143685	-22413
-261320.50440292343	202875
-13440.06336697523	10545
-647202.48139230884	933486
794175.88660065213	-2259682
-363086.26945564162	523203
-469906.92809330614	1325586
-697285.77673519356	998067
-98324.91002988808	55049
-340481.59033977776	268933
329930.39794062008	-260212
657422.55664859072	-509554
-816064.61171774089	35816
834228.01263452566	-2356385
449378.05837349163	-9860
747708.15237645013	-584266
803313.97917419102	-471950
-387670.85187608661	8508
-822275.51147102995	36089
54866.485284595037	-2408
75929.448796333789	-58277
502588.18809223472	-284100
529493.49386864458	-2980192
-915784.49381926632	338549
325046.61695274239	-14265
-268538.99627226539	23573
299348.50912023504	-26277
-115820.68750481866	96602
13565.831220898383	-11573
319464.9789775461	-273131
-154530.08233235532	6784
167663.0734693183	-84680
553560.77839620039	-463591
438657.81171772868	-354681
-254881.11260648616	124519
703185.64205479261	-1021498
-814695.48903136805	464214
427070.85503023025	-351123
11076.239641423457	-7012
-854033.41318661219	364983
-744979.72201675759	65394
-8900.1275811489977	400005
266311.15278009279	-5844
37652.684505971702	-22469
-406313.49275022856	35665
-257179.12640461858	198026
424290.79483751388	-608183
-912059.67824074836	80060
690476.16772660892	-60608
-290863.16170376027	25532
-979877.57138334098	429179
-743356.60962135205	497624
618096.30863541481	-288307
920224.94442256738	-478656
195000.60568851963	-17117
-34704.596060318501	17370
-56380.877291599572	4949
4389.6707752395514	-1836
831674.45847859711	-450735
-510192.74237316061	44785
-600839.98030394875	321170
864517.39157710737	-37943
143112.07735559804	-804935
-198697.61409536545	17441
479055.8449506943	-271371
269183.29833968467	-131023
922761.70362058398	-442027
704605.21408396668	-368787
209540.93412721076	-301411
-829969.44226113078	18213
691021.68881116714	-1964848
854562.42348749225	-593049
91721.237105760738	-55241
-155428.91485458444	6821
-99005.550456057186	4345
348756.66224404919	-187755
-432993.52693684679	351970
123605.28284223693	-71794
165731.76529487022	-241046
-456293.20729300962	224280
435346.89201642293	-257000
-856034.11618708237	699033
338716.77976500767	-263176
-101033.39490096187	149320
473401.25454077375	-239418
-47200.747223373975	1037
-795676.87548354187	398813
799063.75394018565	-630232
666313.76959552744	-249898
-780559.94186210062	1128127
978013.18185785634	-378034
867462.68744814198	-1249747
-218529.22672821773	1229808
-744861.79559156182	615423
-84024.362825395045	48348
-408009.85305042827	17907
-388264.91183789633	17041
709431.12296538975	-1032620
-415472.87320327119	340042
-501290.42004331556	262533
677394.88997101272	-3716
222351.32468944331	-19518
-741129.49193389388	334035
177762.37704101217	-3901
665049.91678390768	-1893108
-507507.50413021859	402715
-34600.846301785168	19323
-811917.24643722642	368379
351023.15174565703	-300621
694072.46460532711	-574354
242065.95322399525	-1362519
-381678.68282003282	295180
22018.642317388483	-15315
804252.90931321029	-668269
-63849.834584182805	181359
664474.15045161964	-365166
754471.3210718825	-459789
-504736.93012569949	344106
908240.55190804671	-1312030
938526.10586829961	-800152
70227.880231579227	-43476
216353.56640239566	-4748
-209026.2158753181	166182
782496.9608997911	-8586
847657.27607373602	-466402
-591004.27520939929	1621
762632.03706001723	-452450
-56475.729316170065	32893
355069.48025327967	-292767
-608803.55150847719	311410
50739.667404289699	-74058
-95235.298944073234	69766
-57503.926847117138	84610
-181447.18331716181	7962
73053.216914217512	-3207
-575972.90810976131	479136
188097.52335789654	-96623
-821091.86799308693	627926
44816.978257803843	-25554
-878931.75850972801	608270
437974.5174805001	-38445
982197.48362927057	-464145
557381.00732011802	-447298
985257.23391792283	-796383
673498.93337881844	-368530
203670.13231117203	-118386
-567875.71957873425	24923
529449.5901906027	-1509497
508462.60429732612	-331369
-774643.02322756697	17000
105081.32849325614	-4612
-275203.08164265996	234946
-710235.27211337117	542213
-727749.84252891422	2063026
-134889.85859168766	81674
-772944.0404553503	311294
-76617.635689092072	33984
503691.21342932963	-397051
134975.19655569847	-196595
393213.8582731011	-338806
865402.12882537569	-1249927
532712.73071762465	-215871
-294681.17604862788	433580
672146.7618894676	-959629
410164.72685034567	-4500
-204702.74960843561	156190
-453112.1917441049	345162
-191575.09466789081	131698
-576200.7808868424	50577
-828765.75771304336	586301
473993.46083323011	-249106
591994.01941028237	-25981
-392456.35592579597	149036
-121860.80322483605	166
-415366.32074445812	229444
-449007.03036690329	39414
-131762.95623010691	5783
-252437.78267244066	11081
145868.02032762635	-92538
787337.296901286	-537249
-682787.28305239487	991100
71278.801590251023	-25474
-897271.28395824519	550134
700753.06134602427	-406373
-39621.230274444752	18827
815437.29474505992	-563842
-729722.49546673556	586330
-168251.94522839916	62009
-496883.453005046	374802
-379660.01262527413	8332
981240.30473238451	-10766
537786.03340009099	-47207
255038.65642722158	-165188
-576966.78377645707	362602
-294942.77191796782	158339
-43060.576067180387	3780
-206994.94051364332	4542
886370.4702331376	-9726
907921.93151410832	-19925
422261.70975170139	-628933
459110.8342808201	-5038
302672.92993580375	-173717
-354869.68227921944	7788
-392790.51444109215	307469
844308.23439152422	-653594
-764002.90996509208	470350
-601117.5700585437	428442
-324974.11237381346	7131
-940868.62769999588	540222
-945172.23687647446	660296
308429.61697455839	-162702
786458.54541167372	-17259
39985.41164809333	-27762
-2831.5480109735167	1569
259952.5472239732	-5705
816208.04253921995	-620557
657129.16623748874	-306821
-551548.28061244474	222081
253301.95625110585	-2779
450506.34867400397	-39545
-716789.32211990305	593673
-76841.27116478367	55737
460286.56121258839	-298998
-663985.80580976885	455610
-303756.28062019031	176383
-716393.46703669371	586287
402609.14343877928	-8835
-893891.98811603966	700045
742894.0949511138	-16303
390501.89731775166	-34278
522706.62654503708	-299266
721910.02274855773	-557295
-674409.08766800456	504761
482095.27674079535	-261416
226022.94708257608	-168197
-323496.94077426859	134055
-380894.93587628851	33435
-808673.26907841885	424674
197846.40359102789	-4341
598809.55791756988	-26913532
-81817.117574431002	43375
898763.45839388308	-434576
952481.16925585608	-455784
-236613.41998010167	20769
108147.93508215281	-4746
-301778.0945492654	434070
360598.4171946217	-515000
810690.35347839317	-554842
-409506.32966459467	310066
265082.19810971821	-118401
-774612.74436601193	608384
325750.24144933204	-7149
541247.04539639736	-243861
-76116.057699968325	418
-955582.10251727444	597267
-366816.42804173718	179322
-594890.4089015224	817
283392.80390999775	-112831
-463181.49937001086	162985
-947033.97450737352	398984
-799332.13966377638	500612
-724179.00266066834	523163
171319.85821133066	-90037
247455.60705746227	-10860
379296.98010559101	-1070263
578330.14596471761	-314482
-545876.93842869229	1543717
-550823.44636536657	24174
-578842.64021503716	413625
-265536.44590751489	217967
895753.99522094394	-784815
428176.03531333792	-305991
899594.15640289371	-408678
-341545.65332624473	161129
-241651.77777809076	106835
-918620.90632365271	739198
462608.30124709761	-253142
-479717.63991102204	402871
-556288.55909791868	244420
-604258.31013219035	53041
-719724.22768637922	526264
427692.65488460608	-229127
-121847.77768474576	106729
-270231.0610100117	158398
249929.70352258181	-192299
764884.83750526037	-67141
-168120.38086677861	14759
446547.28413162468	-39196
904629.71111061121	-79407
167886.43163767536	-127627
-183577.99795956098	100486
621994.01589065336	-280171
606465.61539837916	-54513151
-87041.537254034964	43183
910014.34405739419	-39941
873185.47637681011	-38324
282771.98751497921	-229222
-75311.052538024174	26875
177747.33978065572	-68659
460233.78913648293	-1308486
118690.37860311504	-73230
573360.74018411804	-50329
-581820.50147098117	339867
-317956.22859019355	27910
124909.65418980004	-352573
-14212.857027849357	10882
99195.728361504589	-559257
-779638.04141354689	2138
-249942.46422624201	113247
-244161.59993965557	351903
-557979.42605380714	300003
-149638.00566047779	54794
929902.00769857084	-41794513
885716.7694287604	-77749
429508.8273221397	-329564
535326.38798849622	-322116
-428930.81572433602	321518
-501230.79726973147	219857
-871404.84844296565	520430
312057.89151299035	-248634
30743.177187556816	-26589
194836.46011442834	-110742
-94373.807583377551	75906
-164399.74975973193	240995
-451481.1590353779	339991
-684244.39384111227	465510
-779537.47419355554	8555
-284668.02549065807	126189
-58831.459562737167	30412
258013.87912159669	-140510
946999.30157202308	-625353
-81123.42724666532	7121
902027.39621402975	-588455
507317.16678972472	-747711
-401541.25130764442	17623
284127.35258657573	-12469
117220.09092521101	-67496
759140.83236029663	-2153995
894162.23140188528	-557162
678530.01060089131	-347614
-813820.26709882275	2316445
433220.48541467747	-219660
160403.2163268665	-236692
-442993.20965000812	358205
-250398.79613787841	21982
-527750.87547646812	326268
-391639.06155567354	34378
214668.98941918666	-81287
-191228.52817085289	281586
-458989.11943322507	279668
541361.2145116264	-316878
36432.147332737804	-16664
-695897.95414564526	370918
-318572.41122132895	113312
390314.06136227667	-188912
-359054.65037725226	163060
-645756.78386065841	406633
983136.05203975295	-1460745
-777281.70503855555	34115
616218.19109298266	-478493
-644836.48813866673	306575
668920.00332638819	-295726
479593.01289338095	-254212
473912.78310137073	-388937
605575.14895448624	-26579
695594.70524403104	-464073
840061.89682149654	-9442960
805517.66797162779	-523630
527599.8313384807	-353328
-657571.78099923115	57720
-153097.14293881616	108465
-505592.31303578889	1434278
57539.402729619214	-28135
-284207.49340194382	411262
17686.580462386246	-8948
-747422.80441669282	1098839
-579521.98669244663	25435
-663625.45643929811	29126
-194913.80834472959	2191328
-811564.49093918258	72948456
825210.99033021845	-412372
557597.70314454695	-476270
-383942.93311838282	181057
809436.8279649209	-294220
850060.62786647351	-425661
61570.791852177732	-5404
135238.61558920625	-76678
898109.55812818278	-398780
-966477.7831109697	42418
473035.71507856669	-684879
-54087.237582722271	73
-575941.11032486393	203145
647110.10864024668	-28401
266461.79913179768	-11694
-429279.24103341188	206255
-137142.36095737119	85910
338927.52249746374	-1910767
-938795.36448280117	421169
783570.71423467307	-415557
-901358.51146949863	580797
-977493.48955219041	444791
-669405.17297119601	299252
-283809.24266357697	130236
350523.14342451887	-1975579
-157393.55104809682	234394
800921.77157687	-479978
-450828.23083504074	339039
154909.98430004434	-13597
-14585.907374801254	6703
-351521.82189927669	292189
876269.09255577985	-703403
952066.59995727078	-538232
931791.15839920531	-685757
170181.20443232454	-82196
883912.69709394441	-390939
348993.21473502519	-3924713
-570965.02851714008	289080
64164.333578769831	-55318
908292.42505817104	-39865
894938.70304473618	-413935
238246.33550637419	-110448
-460581.91462074494	276981
920841.1358736119	-425245
983699.98247653956	-43174
-884300.14688885852	19403
-537609.91990940226	23594
-856486.02414203028	2428977
207165.55885751965	-92989
-572272.08727162948	486620
790667.00689105352	-650448
646169.45532134746	-532696
-781940.18356725364	367913
-180751.73847273728	264850
220430.15562349022	-170359
696911.62701480498	-596574
478439.56059550762	-683833
-188770.66764148997	8285
-277423.93373880978	163417
712185.71379141696	-489364
638325.69673093304	-56031
338454.20745234733	-207471
819854.5116381573	-447431
-484827.54592456855	42558
557273.31849881459	-48916
404366.83471684367	-1152940
254540.97569479427	-194190
-512399.45298405323	261267
125740.71591107594	-1380
-245175.05786094308	111533
-965610.50580267957	538952
461539.73020279262	-353193
386894.53074371861	-173343
530686.69890494563	-258576
4839.5307934248067	-108
-184253.35518868401	132473
70757.979598921273	-201258
-256118.99844807916	143506
636169.03557398042	-500943
917632.56266407773	-10069
-798046.17850016837	4489427
-458617.31960601418	20129
-627464.31444353273	481877
-70904.410677833264	3112
-664167.96497818059	412943
844447.27207078668	-637311
-864342.89938491443	685755
883050.58401196799	-352243
578756.06483488216	-347484
632022.22743239056	-941284
-343390.3034554008	7536
226760.82129001984	-128286
-398030.27549263003	1126931
-382019.83261940134	213382
229695.27660664756	-97288
431581.1141541457	-9471
857612.12649427529	-75281
-111856.10656153977	86058
1947.0200954188056	-1320
728424.21351828566	-414381
501160.01515317318	-254403
708000.58433637815	-62146
-121141.51213734825	5316
159368.74619574027	-70054
4788.4503339374887	-2707
41210.146463195764	-3618
239159.84587183737	-346773
388765.82395337976	-4369217
-761387.21219881158	1134187
-920731.67047076486	10349755
-457641.27862134506	167733
-100042.83841700722	8781
483813.23636886722	-10617
-369881.34193897236	294853
605340.53778208001	-494599
823539.31065020186	-403610
931414.35716838576	-81759
-256682.33222781078	5633
122591.06147228116	-177071
267887.39493460365	-147915
-305922.61333526229	158539
788777.65868475521	-324112
-422931.49271163001	176436
774366.80291578243	-67973
184289.47304079091	-84611
-716010.64050260547	278451
364484.57519707578	-521652
-873380.96050159179	481505
-27952.424829482236	614
334058.06616758381	-1880854
115280.56913874928	-166869
683888.66588785069	-15007
-310862.7300582797	189662
856967.76947552734	-490487
-670107.25330335309	433744
939107.84322022006	-525182
433952.7048766081	-19047
-42792.634102040371	25779
-94571.017319534876	75060
-173297.49460810874	92666
-414790.69874124054	1169681
816366.64827805653	-35830
-705361.61496164941	30959
-202008.31384086705	136200
-300276.61559542187	1690832
844074.07409278851	-689900
289647.12914450216	-12713
-138301.12014953778	12140
955169.07270935667	-635546
790512.73050022393	-4454090
843521.8128047979	-585289
309031.95276738814	-458550
457506.07376277406	-220454
288495.72798373882	-412436
-2186.5125209101775	12299
-547346.48876682727	295597
225890.0982649159	-325696
532716.66426236194	-3003678
-787994.15457495104	531929
-212785.55648786513	76508
-537241.89725178829	47159
-273266.81569572299	5997
-840748.74427708238	423356
731189.63004761399	-582784
-692901.28745059366	469171
-600517.8530930446	375842
251322.93426828188	-11030
428095.04117296491	-344507
974753.41833969159	-833883
71764.064474295403	-40594
-168210.99560502096	100988
-444410.30544336926	231831
793437.73335605231	-1177872
578207.58503183885	-297523
-580985.29075951222	288112
-82827.190457949066	37619
-3289.4547824254828	4824
-365821.95704990916	132172
232338.05613842228	-40
270382.12844144407	-142968
887070.0344768652	-408018
690057.2931107101	-1002565
378378.37502274296	-16607
847221.97677620302	-708290
834743.10344037868	-4704082
-674301.30081878405	420040
-556596.3839733561	466133
-275788.79043606971	138335
-30405.246511838068	14274
-757715.07090488006	402773
-332159.17592893465	14579
-729617.72528265067	16011
-196636.26844782368	77950
-179486.83163351298	7878
269927.98973382224	-96173
575138.55637842708	-265384
760759.57215633045	-363842
-704609.0070441654	3964837
-616651.81808983302	343338
-507730.2603898145	22283
61599.009119890805	-2704
-115376.60681409633	1265
699256.83346057066	-352938
741843.97546055331	-300785
911253.39827692555	-2589969
-942538.95125394023	20683
143586.64226152151	-206270
-756354.41022601421	572108
232403.64019952665	-20399
982652.16057297389	-767033
155054.05587972642	-101777
659329.65414403635	-577998
-177013.43449078465	146083
-945048.42571619211	346690
-902666.38503073656	472613
424426.03370125062	-19076080
365189.75175407232	-2003
-336064.74983298837	132757
917884.02870566549	-40286
733298.1721633753	-1064512
-610091.87074808439	251970
-591768.35253206326	261760
-881397.45655847841	19342
480445.14439581241	-21087
716035.99445107253	-517187
853337.81357439701	-726986
20888.021920187239	-17717
786903.67743553338	-465391
467388.11481830431	-172368
50209.334848784645	-41599
-610923.4362493105	1731936
-276345.64612327784	12129
-216315.20642545554	86059
-181287.0992805954	3978
793368.82780865347	-683090
-469293.7525998443	213858
-657229.70620778482	299893
716771.72764268366	-15730
590815.13117869245	-293002
812379.02087478479	-334863
-339685.82206139487	154769
-822058.8249707584	36080
178384.30123629267	-1959
525076.78542554961	-439946
806700.10139014851	-70811
-789505.85602048005	8664
49921.486961724382	-135
950042.98064559989	-1407096
-678261.89903134666	14883
-464824.89811484382	226317
320766.95424778445	-153249
-701616.11416212411	565521
-995180.75584659562	822789
-875089.9156575863	541717
212372.48645037843	-80636
-97514.499038138136	46372
603005.93780373537	-419680
553888.86145380803	-282545
45271.525661910724	-26800
427162.6532319801	-328695
654251.76715369185	-342373
47748.291261574763	-32879
-428194.70493225788	37586
-462220.46534831473	365030
766547.15234085673	-16821
8650.3238823796291	-94
-861164.01324652403	4855251
-249148.64723400431	5468
322189.82320081512	-177697
739289.60623897705	-380144
-186949.45860571455	159933
-592751.02875379077	6504
722201.78132929734	-2050821
197446.71823804884	-132344
40103.479579374878	-28373
619444.93218062213	-27188
-737733.831318471	2088498
398528.50084848312	-17490
664984.49534937181	-568747
727614.85885434388	-16351911
9262.6711056871263	-813
-481154.24665245286	215224
-956700.60847434355	362774
291753.88969736593	-255969
-854541.45677804784	9604973
900051.52251501987	-448378
672818.60220585973	-341435
374565.56474558101	-558714
-731561.67353875365	418220
-837506.31040495739	18378
196621.65352233619	-17259
-997102.94722631213	413062
-550868.15478213807	326383
-707040.71590950887	1017729
337733.58725969406	-491760
545647.98546349455	-239909
-243160.67524976394	10673
495094.91715586698	-43459
334190.8449245845	-234402
-834372.06899763586	680637
817892.30092693097	-449528
-561841.52723722591	257168
-627020.05272138678	377347
-114268.71333205224	97685
-615263.6813706602	6752
949960.07884915825	-555524
-169836.40289266733	14908
40245.793424218631	-21177
354282.6843136946	-214673
393411.78009846067	-338499
353779.22045954491	-15527
39012.530870092378	-57885
3553.504372997063	-2855
-89242.738514326396	39994
320956.25394786941	-14085
817393.73744411801	-4484
142064.64414277687	-12470
-370440.54106108623	296255
-931723.75321607536	753422
-843537.1367013955	474327
-436484.27999279328	165165
-965629.46336638217	84762
-940719.92622939113	41288
-327025.24149158841	175324
-592178.59242745372	301837
-894420.97034230805	2547124
5446.3041688275207	-479
872219.17324187222	-4909821
678699.00762242114	-59575
-653255.84216059407	362497
859361.62628426112	-442226
-861496.18355490908	596963
-580309.89544090664	50939
-483529.13815157197	379296
-716645.98087177903	246
-59021.085106362727	663316
-220643.33270520464	316413
-759450.94468135538	277528
-950034.21841490839	423103
-747800.50178161485	357009
-20089.648497394031	7856
-780612.18281027081	34260
502370.08747253899	-261732
994356.46421325812	-5454
-125416.57577217525	90649
-819275.64333474962	17979
-494761.48359513463	10857
735371.32187044655	-2095695
87291.446631700746	-34932
412894.97137565422	-18122
-75224.09206541536	3301
-782484.79510465055	350062
329223.33779654658	-470998
-457230.68370521581	656302
371588.07310972764	-168318
836976.30760795367	-392006
152747.3414579239	-859162
-663144.92064755526	58211
-852028.88570203842	497785
836186.52402542275	-36700
-327687.83438163309	138702
